instituicao,cod_ibge,uf,populacao,demais,adm,legis,total
Prefeitura Municipal de Chapada da Natividade - TO,1705102,TO,3334,12165244.08,2980364.06,682500,15828108.14
Prefeitura Municipal de Chapada de Areia - TO,1704600,TO,1401,8594927.37,1860072.63,644759.61,11099759.61
Prefeitura Municipal de Chapada do Norte - MG,3116100,MG,15368,33993311.26,2328500,1307698.74,37629510
Prefeitura Municipal de Chapada Gaúcha - MG,3116159,MG,13397,39934378,3406027,1696000,45036405
Prefeitura Municipal de Chapadão do Céu - GO,5205471,GO,9842,70629846.75,7048412.68,4160000,81838259.43
Prefeitura Municipal de Chapadão do Lageado - SC,4204194,SC,2969,10569517.02,2571842.29,730000,13871359.309999999
Prefeitura Municipal de Chapadão do Sul - MS,5002951,MS,24559,130689396.96000001,33717390,7400000,171806786.96
Prefeitura Municipal de Chapadinha - MA,2103208,MA,79145,160214006.6,15196718.049999999,3362974.83,178773699.48000002
Prefeitura Municipal de Chapecó - SC,4204202,SC,216654,941718147.46,46010000,15680000,1003408147.46
Prefeitura Municipal de Charqueada - SP,3511706,SP,17009,44332930.88,5396761.26,1758000,51487692.14
Prefeitura Municipal de Charqueadas - RS,4305355,RS,40301,107155889.93,11555440,4999309,123710638.93
Prefeitura Municipal de Charrua - RS,4305371,RS,3306,13674430.92,1943700,503000,16121130.92
Prefeitura Municipal de Chaval - CE,2303907,CE,13047,26365381.240000002,4095618.76,1170000,31631000
Prefeitura Municipal de Chavantes - SP,3557204,SP,12418,38474200.96,4075600,1690843,44240643.96
Prefeitura Municipal de Chaves - PA,1502509,PA,23482,62716914,11582586,1435700,75735200
Prefeitura Municipal de Chiador - MG,3116209,MG,2702,13868575.399999999,2144925,861716.28,16875216.68
Prefeitura Municipal de Chiapetta - RS,4305405,RS,3794,18151458.6,3221183.09,655120,22027761.69
Prefeitura Municipal de Chopinzinho - PR,4105409,PR,19343,81893776.03999999,7169847.17,2490282,91553905.21
Prefeitura Municipal de Choró - CE,2303931,CE,13476,32193678.72,3496892.17,1175000,36865570.89
Prefeitura Municipal de Chorozinho - CE,2303956,CE,19345,42305405.58,8595694.42,1862700,52763800
Prefeitura Municipal de Chorrochó - BA,2907707,BA,11154,26731830.96,4237344.05,1883000,32852175.01
Prefeitura Municipal de Chuí - RS,4305439,RS,6635,12511860.820000002,9380879.6,921500,22814240.42
Prefeitura Municipal de Chupinguaia - RO,1100924,RO,10886,35382458.2,10168197.54,2093432.71,47644088.45
Prefeitura Municipal de Chuvisca - RS,4305447,RS,5401,26642679.029999997,2897491.14,942636.48,30482806.65
Prefeitura Municipal de Cianorte - PR,4105508,PR,81393,292259581.73,33851879.989999995,4425000,330536461.72
Prefeitura Municipal de Cícero Dantas - BA,2907806,BA,33356,51256794,11466215.8,2276990.2,65000000
Prefeitura Municipal de Cidade Gaúcha - PR,4105607,PR,12503,37441587.76,8941610.46,1507000,47890198.22
Prefeitura Municipal de Cidade Ocidental - GO,5205497,GO,69829,232785855.78,33665552.81,7298621.04,273750029.63
Prefeitura Municipal de Cidelândia - MA,2103257,MA,14617,65333675.58,21888812.73,1571373.15,88793861.46000001
Prefeitura Municipal de Cidreira - RS,4305454,RS,15912,53824772.97,19153687.89,2444000,75422460.86
Prefeitura Municipal de Cipó - BA,2907905,BA,17097,39408800,6171200,1920000,47500000
Prefeitura Municipal de Cipotânea - MG,3116308,MG,6774,13507192.07,1658177.93,738000,15903370
Prefeitura Municipal de Ciríaco - RS,4305504,RS,4775,19034215.64,3107570,884000,23025785.64
Prefeitura Municipal de Claraval - MG,3116407,MG,4810,18546200,5024800,876000,24447000
Prefeitura Municipal de Claro dos Poções - MG,3116506,MG,7590,18176310,5498418,607148,24281876
Prefeitura Municipal de Cláudia - MT,5103056,MT,12052,41040779.66,4985099.42,2053000,48078879.08
Prefeitura Municipal de Cláudio - MG,3116605,MG,28366,67857373.19999999,7751665.43,3135000,78744038.63
Prefeitura Municipal de Clementina - SP,3511904,SP,8472,29886150,2964000,786000,33636150
Prefeitura Municipal de Clevelândia - PR,4105706,PR,16671,57227422.82,7054310,0,64281732.82
Prefeitura Municipal de Coaraci - BA,2908002,BA,17458,41343630.9,6792869.1,1863500,50000000
Prefeitura Municipal de Coari - AM,1301209,AM,84272,172613014.4,30942859.77,10115572.86,213671447.03000003
Prefeitura Municipal de Cocal - PI,2202703,PI,27725,57093200,10735200,1671600,69500000
Prefeitura Municipal de Cocal de Telha - PI,2202711,PI,4881,16405381.71,2221618.29,673000,19300000
Prefeitura Municipal de Cocal do Sul - SC,4204251,SC,16544,69287636.29,6387000,2050000,77724636.29
Prefeitura Municipal de Cocal dos Alves - PI,2202729,PI,6140,20688300,2438700,653000,23780000
Prefeitura Municipal de Cocalinho - MT,5103106,MT,5691,27625334,3566053.07,0,31191387.07
Prefeitura Municipal de Cocalzinho de Goiás - GO,5205513,GO,19971,39983737.70999999,7389822.86,2471596.23,49845156.79999999
Prefeitura Municipal de Cocos - BA,2908101,BA,18746,66192080.269999996,5598793.73,2871800,74662674
Prefeitura Municipal de Codajás - AM,1301308,AM,28100,48165637.86,7379238.33,1867000,57411876.19
Prefeitura Municipal de Codó - MA,2103307,MA,122597,405982452.41999996,29252434.64,4920918.4,440155805.4599999
Prefeitura Municipal de Coelho Neto - MA,2103406,MA,49246,171605591.42,19719694.21,3305284.22,194630569.85
Prefeitura Municipal de Coimbra - MG,3116704,MG,7517,22031361.409999996,2218001.67,1020000,25269363.08
Prefeitura Municipal de Coité do Nóia - AL,2702009,AL,10744,38756310.9,2545455,1115142.1,42416908
Prefeitura Municipal de Coivaras - PI,2202737,PI,4007,14125260,3688600,696000,18509860
Prefeitura Municipal de Colares - PA,1502608,PA,12040,35895815.71,5216571.54,1290791.03,42403178.28
Prefeitura Municipal de Colatina - ES,3201506,ES,121580,347299858.92,46050866.21,8103348,401454073.13
Prefeitura Municipal de Colíder - MT,5103205,MT,33224,76792235.03999999,9114837.21,3750000,89657072.25
Prefeitura Municipal de Colina - SP,3512001,SP,18398,76429252.29,10467600,3050000,89946852.29
Prefeitura Municipal de Colinas - MA,2103505,MA,41042,127187134.64,30832865.36,1980000,160000000
Prefeitura Municipal de Colinas - RS,4305587,RS,2442,18401000.31,1693000,438500,20532500.31
Prefeitura Municipal de Colinas do Sul - GO,5205521,GO,3404,19383899.36,4453304.4,1348046.98,25185250.74
Prefeitura Municipal de Colinas do Tocantins - TO,1705508,TO,34990,121604303.71999998,11126375.7,2872089.5,135602768.92
Prefeitura Municipal de Colméia - TO,1716703,TO,8270,22705183.43,3349616.57,0,26054800
Prefeitura Municipal de Colniza - MT,5103254,MT,37280,63367186.4,5779532.04,2549990,71696708.44
Prefeitura Municipal de Colômbia - SP,3512100,SP,6203,41155375.45,4167992.55,2049000,47372368
Prefeitura Municipal de Colombo - PR,4105805,PR,240840,466899194.90000004,31812233.71,0,498711428.61
Prefeitura Municipal de Colônia do Gurguéia - PI,2202752,PI,6451,23756502.68,3821514.69,1917582.63,29495600
Prefeitura Municipal de Colônia do Piauí - PI,2202778,PI,7651,19182226.15,2494718.71,678055.14,22355000
Prefeitura Municipal de Colônia Leopoldina - AL,2702108,AL,21575,53383761.54,9726363.98,1765858.88,64875984.4
Prefeitura Municipal de Colorado - PR,4105904,PR,23879,82446764.14,6380256.890000001,2488296,91315317.03
Prefeitura Municipal de Colorado - RS,4305603,RS,3221,24853000,3582000,1565000,30000000
Prefeitura Municipal de Colorado do Oeste - RO,1100064,RO,16227,42425825.720000006,9640984.12,1960000,54026809.84
Prefeitura Municipal de Coluna - MG,3116803,MG,8907,21113705.13,3390960.43,829000,25333665.56
Prefeitura Municipal de Combinado - TO,1705557,TO,4843,11637505.71,2758414.29,750000,15145920
Prefeitura Municipal de Comendador Gomes - MG,3116902,MG,3103,15274698.780000001,7649821.22,1055000,23979520
Prefeitura Municipal de Comendador Levy Gasparian - RJ,3300951,RJ,8544,55002822,15860323.24,591021.76,71454167
Prefeitura Municipal de Comercinho - MG,3117009,MG,7090,25611951.03,2381783.76,980000,28973734.79
Prefeitura Municipal de Comodoro - MT,5103304,MT,20513,56027514.34,8163178.35,2741125.6399999997,66931818.330000006
Prefeitura Municipal de Conceição - PB,2504405,PB,18904,39702359,8060256,1521991,49284606
Prefeitura Municipal de Conceição da Aparecida - MG,3117108,MG,10261,26270090,2262895,1650000,30182985
Prefeitura Municipal de Conceição da Barra - ES,3201605,ES,30849,77399705.71,21425958.28,3811000,102636663.99
Prefeitura Municipal de Conceição da Barra de Minas - MG,3115201,MG,3962,12009965.49,1974593.82,740400,14724959.31
Prefeitura Municipal de Conceição da Feira - BA,2908200,BA,22392,44256800,4575200,2263000,51095000
Prefeitura Municipal de Conceição das Alagoas - MG,3117306,MG,27425,81741739.09,23045085.06,4488000,109274824.15
Prefeitura Municipal de Conceição das Pedras - MG,3117207,MG,2811,11432832.29,1408664.66,647585.4,13489082.35
Prefeitura Municipal de Conceição de Ipanema - MG,3117405,MG,4570,18351765.98,2678582.03,998000,22028348.01
Prefeitura Municipal de Conceição de Macabu - RJ,3301405,RJ,23064,79530300.6,8980873.6,3257937.8,91769111.99999999
Prefeitura Municipal de Conceição do Almeida - BA,2908309,BA,17332,34490422.5,3954277.5,2293200,40737900
Prefeitura Municipal de Conceição do Araguaia - PA,1502707,PA,47734,101070376.7,20580873.3,3348750,125000000
Prefeitura Municipal de Conceição do Canindé - PI,2202802,PI,4798,16073815.780000001,2172833.98,676991.68,18923641.44
Prefeitura Municipal de Conceição do Castelo - ES,3201704,ES,12638,34864446.230000004,7790626.31,1817900,44472972.54000001
Prefeitura Municipal de Conceição do Coité - BA,2908408,BA,66191,91416151.15,9447177.45,3903449.04,104766777.64000002
Prefeitura Municipal de Conceição do Jacuípe - BA,2908507,BA,32909,61388935.97,9311064.03,3800000,74500000
Prefeitura Municipal de Conceição do Lago-Açu - MA,2103554,MA,16072,35348787.63,6576379.37,1705350,43630517
Prefeitura Municipal de Conceição do Mato Dentro - MG,3117504,MG,17641,162487719.96,18930074,4649950.72,186067744.68
Prefeitura Municipal de Conceição do Pará - MG,3117603,MG,5480,24015135.79,4189864.21,1780000,29985000
Prefeitura Municipal de Conceição do Rio Verde - MG,3117702,MG,13590,26129114.98,650715.22,1240000,28019830.2
Prefeitura Municipal de Conceição do Tocantins - TO,1705607,TO,4124,13308639.32,2152878.52,822644.89,16284162.73
Prefeitura Municipal de Conceição dos Ouros - MG,3117801,MG,11525,23717766.25,2654233.75,1128000,27500000
Prefeitura Municipal de Conchal - SP,3512209,SP,27820,103172994.53,8314665.8,3000000,114487660.33
Prefeitura Municipal de Conchas - SP,3512308,SP,17770,56490096.589999996,5673015.38,2383647,64546758.97
Prefeitura Municipal de Concórdia - SC,4204301,SC,74106,310309713.99,30356894.2,4424300,345090908.19
Prefeitura Municipal de Condado - PB,2504504,PB,6649,26852455.58,2779765.49,824424,30456645.07
Prefeitura Municipal de Condado - PE,2604601,PE,26249,56794388.34,7193155.95,2840000,66827544.29000001
Prefeitura Municipal de Conde - BA,2908606,BA,25630,53280753.17,10324866.77,2355430,65961049.94
Prefeitura Municipal de Conde - PB,2504603,PB,24323,80208007.75,14886866.75,3693581.5,98788456
Prefeitura Municipal de Condeúba - BA,2908705,BA,17319,38495650,5634350,2410000,46540000
Prefeitura Municipal de Condor - RS,4305702,RS,6746,31299584.35,3944537.53,1049960,36294081.88
Prefeitura Municipal de Cônego Marinho - MG,3117836,MG,7595,17053882.39,4040817.61,718000,21812700
Prefeitura Municipal de Confins - MG,3117876,MG,6657,33495055.53,11295037.02,2836813.42,47626905.97
Prefeitura Municipal de Confresa - MT,5103353,MT,30347,81727747.73,16094776.52,2969647.34,100792171.59
Prefeitura Municipal de Congo - PB,2504702,PB,4785,19874100,1895400,1065500,22835000
Prefeitura Municipal de Congonhal - MG,3117900,MG,11813,24944926.88,2476878.12,478200,27900005
Prefeitura Municipal de Congonhas - MG,3118007,MG,54196,333913950.55,96336549.45,19200000,449450500
Prefeitura Municipal de Congonhas do Norte - MG,3118106,MG,5044,12332975.57,2524883.56,811373.97,15669233.100000001
Prefeitura Municipal de Congonhinhas - PR,4106001,PR,8777,33827863.16,4000125.5,1218000,39045988.66
Prefeitura Municipal de Conquista - MG,3118205,MG,6908,22454406.77,8635756,1962000,33052162.77
Prefeitura Municipal de Conquista D'Oeste - MT,5103361,MT,3973,18554034.81,3275879,990000,22819913.81
Prefeitura Municipal de Conselheiro Lafaiete - MG,3118304,MG,127539,213973786.94000003,40713075.62,7572715.55,262259578.11000004
Prefeitura Municipal de Conselheiro Mairinck - PR,4106100,PR,3843,19358311.509999998,4104323.4,1188000,24650634.909999996
Prefeitura Municipal de Conselheiro Pena - MG,3118403,MG,22892,45874500,6725500,2350000,54950000
Prefeitura Municipal de Consolação - MG,3118502,MG,1782,8717470,1630820,604500,10952790
Prefeitura Municipal de Constantina - RS,4305801,RS,9915,35934402.54,4668176.01,1044000,41646578.55
Prefeitura Municipal de Contagem - MG,3118601,MG,659070,2015285274.3000002,349066688.6,49261360,2413613322.9
Prefeitura Municipal de Contenda - PR,4106209,PR,18326,57421785.72,6162226.66,2500000,66084012.379999995
Prefeitura Municipal de Contendas do Sincorá - BA,2908804,BA,4086,18168142.6,2804077,1876050,22848269.6
Prefeitura Municipal de Coqueiral - MG,3118700,MG,9191,22252322.11,3186587.17,1093778.34,26532687.62
Prefeitura Municipal de Coqueiro Baixo - RS,4305835,RS,1507,12255348.09,1663000,371000,14289348.09
Prefeitura Municipal de Coqueiro Seco - AL,2702207,AL,5826,48654546.81,6661537.19,793983,56110067
Prefeitura Municipal de Coqueiros do Sul - RS,4305850,RS,2327,14273954.690000001,2207243.41,688900,17170098.1
Prefeitura Municipal de Coração de Jesus - MG,3118809,MG,26592,59661400,5159000,2200000,67020400
Prefeitura Municipal de Coração de Maria - BA,2908903,BA,22719,49626162.1,4566469.5,2100000,56292631.6
Prefeitura Municipal de Corbélia - PR,4106308,PR,17024,66606270.18,10523569.13,0,77129839.31
Prefeitura Municipal de Cordeiro - RJ,3301504,RJ,21806,65188546.5,14722486.4,3151417.0999999996,83062450
Prefeitura Municipal de Cordeirópolis - SP,3512407,SP,24221,167116198.94,20295871.05,5000000,192412069.99
Prefeitura Municipal de Cordeiros - BA,2909000,BA,8585,20334113.08,2853910.92,1030000,24218024
Prefeitura Municipal de Cordilheira Alta - SC,4204350,SC,4385,32509184.189999998,3055627.32,1011625,36576436.51
Prefeitura Municipal de Cordisburgo - MG,3118908,MG,8883,13469913.22,3362351.47,840000,17672264.69
Prefeitura Municipal de Cordislândia - MG,3119005,MG,3534,11283825.81,3218614.44,849000,15351440.25
Prefeitura Municipal de Coreaú - CE,2304004,CE,23258,58092526,6778120,2340000,67210646
Prefeitura Municipal de Coremas - PB,2504801,PB,15423,35207369,3476477,1490010,40173856
Prefeitura Municipal de Corguinho - MS,5003108,MS,5839,24223859.8,2216459.66,1176849.72,27617169.18
Prefeitura Municipal de Coribe - BA,2909109,BA,14240,56373695.86,4207946.14,1864000,62445642
Prefeitura Municipal de Corinto - MG,3119104,MG,23797,61692375.11,8134524.89,2843100,72670000
Prefeitura Municipal de Cornélio Procópio - PR,4106407,PR,47847,215343515.69,26124628.24,0,241468143.93
Prefeitura Municipal de Coroados - SP,3512506,SP,5986,17343400,3085200,626400,21055000
Prefeitura Municipal de Coroatá - MA,2103604,MA,65044,140865896.53,15841322.99,3257775.6,159964995.12
Prefeitura Municipal de Coromandel - MG,3119302,MG,27982,75680877.25,7747997.65,0,83428874.9
Prefeitura Municipal de Coronel Barros - RS,4305871,RS,2518,14473645.059999999,3344641.3,673000,18491286.36
Prefeitura Municipal de Coronel Bicaco - RS,4305900,RS,7385,21141180.19,9492248.91,0,30633429.1
Prefeitura Municipal de Coronel Domingos Soares - PR,4106456,PR,7475,45506748.96,5566570,1491600,52564918.96
Prefeitura Municipal de Coronel Ezequiel - RN,2402808,RN,5508,23559550.55,2062449.45,878000,26500000
Prefeitura Municipal de Coronel Fabriciano - MG,3119401,MG,109405,272987534.25,58056015.38,6400000,337443549.63
Prefeitura Municipal de Coronel Freitas - SC,4204400,SC,10022,38445286.51,5099576.7,1255000,44799863.21
Prefeitura Municipal de Coronel João Pessoa - RN,2402907,RN,4908,23568901,5148191,942882,29659974
Prefeitura Municipal de Coronel João Sá - BA,2909208,BA,15801,48791693.86,6018306.14,1690000,56500000
Prefeitura Municipal de Coronel José Dias - PI,2202851,PI,4678,18801399.96,3684331.92,624890.46,23110622.340000004
Prefeitura Municipal de Coronel Macedo - SP,3512605,SP,4728,20411054.400000002,3647863.04,1076351,25135268.44
Prefeitura Municipal de Coronel Martins - SC,4204459,SC,2544,12682655.5,1795000,724500,15202155.5
Prefeitura Municipal de Coronel Murta - MG,3119500,MG,9228,22570491,2394855,900000,25865346
Prefeitura Municipal de Coronel Pacheco - MG,3119609,MG,3080,13325086.3,1707864.69,769342.44,15802293.43
Prefeitura Municipal de Coronel Pilar - RS,4305934,RS,1641,9549210.52,4079657.47,385200,14014067.99
Prefeitura Municipal de Coronel Sapucaia - MS,5003157,MS,15152,47223080,7071000,2212000,56506080
Prefeitura Municipal de Coronel Vivida - PR,4106506,PR,20892,108694728.28999999,7833720.78,0,116528449.07
Prefeitura Municipal de Coronel Xavier Chaves - MG,3119708,MG,3426,15318210.609999998,3243164.47,0,18561375.08
Prefeitura Municipal de Córrego Danta - MG,3119807,MG,3241,23836000.16,3327475,840000,28003475.16
Prefeitura Municipal de Córrego do Bom Jesus - MG,3119906,MG,3714,13501461.86,1499278.5,730000,15730740.36
Prefeitura Municipal de Córrego do Ouro - GO,5205703,GO,2364,14825173.43,2861839.79,977257.4299999999,18664270.65
Prefeitura Municipal de Córrego Fundo - MG,3119955,MG,6290,19381656.09,5485181.09,1300000,26166837.18
Prefeitura Municipal de Córrego Novo - MG,3120003,MG,2814,22943792.56,5381207.44,660000,28985000
Prefeitura Municipal de Correia Pinto - SC,4204558,SC,13040,47840495.81,8750683.45,2410000,59001179.260000005
Prefeitura Municipal de Corrente - PI,2202901,PI,26575,63841435,9179925,1978640,75000000
Prefeitura Municipal de Correntes - PE,2604700,PE,18144,41818300,8974700,2207000,53000000
Prefeitura Municipal de Correntina - BA,2909307,BA,32081,156296251.56,12914920.44,6860971,176072143
Prefeitura Municipal de Cortês - PE,2604809,PE,12596,90939000,12573000,3660000,107172000
Prefeitura Municipal de Corumbá - MS,5003207,MS,110806,584849901.8599999,66601621,18872877.95,670324400.81
